Slug,Nome do Produto,Descrição Bruta,URL da Imagem,Descrição Limpa
pingente-be-strong-com-ancora,Pingente Be Strong com âncora,"<ul>
<li>Pingente &#8220;Be Strong com âncora&#8221;</li>
<li>Prata 925</li>
<li>Medalha 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/thumbnail_A76E093B-4042-40E2-B629-2446E2FF20FC.jpg,Pingente &#8220;Be Strong com âncora&#8221; Prata 925 Medalha 15mm &nbsp;
pingente-se-fiz-e-porque-estava-afim,Pingente &#8220;se fiz é porque estava afim&#8221;,"<ul>
<li>Pingente &#8221; se fiz é porque estava afim&#8221;</li>
<li>Prata 925</li>
<li>Medalha 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/thumbnail_1F6F18D7-DAEF-4578-9D42-7EF96B664D50.jpg,Pingente &#8221; se fiz é porque estava afim&#8221; Prata 925 Medalha 15mm &nbsp;
pingente-girl-power,Pingente Girl Power,"<ul>
<li>Pingente Girl Power</li>
<li>Prata 925</li>
<li>Medalha 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/thumbnail_4C6F78E0-AD83-4140-B735-8D5D0AEEFC43.jpg,Pingente Girl Power Prata 925 Medalha 15mm &nbsp;
pingente-medalha-de-agora-em-diante-e-assim-so-vou-cuidar-de-mim,"Pingente Medalha &#8220;De agora em diante é assim, só vou cuidar de mim&#8221;","<ul>
<li>Pingente Medalha &#8220;De agora em diante é assim, só vou cuidar de mim&#8221;</li>
<li>Prata 925</li>
<li>Medalha 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_190055366_iOS-scaled.jpg,"Pingente Medalha &#8220;De agora em diante é assim, só vou cuidar de mim&#8221; Prata 925 Medalha 15mm &nbsp;"
pingente-oracao,Pingente Oração,"<ul>
<li>Pingente Oração</li>
<li>Prata 925</li>
<li>Medalha 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_172015035_iOS-1-scaled.jpg,Pingente Oração Prata 925 Medalha 15mm &nbsp;
pingente-filhos,Pingente Filhos,"<ul>
<li>Pingente Filhos</li>
<li>Prata 925</li>
<li>Medalha 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_172106821_iOS-1-scaled.jpg,Pingente Filhos Prata 925 Medalha 15mm &nbsp;
cordao-coracao-origami,Cordão coração origami,"<ul>
<li>Colar Coração Origami</li>
<li>Prata 925</li>
<li>Corrente Veneziana – 45cm</li>
<li>Pingente fixo</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20210702_183217057_iOS-1-scaled.jpg,Colar Coração Origami Prata 925 Corrente Veneziana – 45cm Pingente fixo &nbsp;
escapulario-tim-tim-cafe-e-cerveja,Escapulário Tim Tim &#8211; Café e cerveja,"<ul>
<li>Prata 925</li>
<li>Escapulário Tim Tim &#8211; Café e cerveja</li>
<li>Corrente veneziana</li>
<li>Tamanho: 60 cm</li>
</ul>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_200323806_iOS-scaled.jpg,Prata 925 Escapulário Tim Tim &#8211; Café e cerveja Corrente veneziana Tamanho: 60 cm
escapulario-tim-tim-cafe-e-vinho,Escapulário Tim Tim &#8211; Café e vinho,"<ul>
<li>Prata 925</li>
<li>Escapulário Tim Tim &#8211; Café e vinho</li>
<li>Corrente veneziana</li>
<li>Tamanho: 60 cm</li>
</ul>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_200218380_iOS-scaled.jpg,Prata 925 Escapulário Tim Tim &#8211; Café e vinho Corrente veneziana Tamanho: 60 cm
escapulario-estrela-vazada-e-preenchida,Escapulário estrela vazada e preenchida,"<ul>
<li>Prata 925</li>
<li>Escapulário estrela vazada e preenchida</li>
<li>Corrente veneziana</li>
<li>Tamanho: 60 cm</li>
</ul>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_200422300_iOS-scaled.jpg,Prata 925 Escapulário estrela vazada e preenchida Corrente veneziana Tamanho: 60 cm
pulseira-circulo-vazado,Pulseira círculo vazado,"<ul>
<li>Prata 925</li>
<li>Pulseira círculo vazado</li>
<li>Tamanho: 16 cm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_201003122_iOS-scaled.jpg,Prata 925 Pulseira círculo vazado Tamanho: 16 cm &nbsp;
pulseira-coracao-vazado,Pulseira coração vazado,"<ul>
<li>Prata 925</li>
<li>Pulseira coração vazado</li>
<li>Tamanho: 16 cm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_200802571_iOS-scaled.jpg,Prata 925 Pulseira coração vazado Tamanho: 16 cm &nbsp;
pulseira-borboleta-origami,Pulseira borboleta origami,"<ul>
<li>Prata 925</li>
<li>Pulseira borboleta origami</li>
<li>Tamanho: 16 cm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_200609881_iOS-scaled.jpg,Prata 925 Pulseira borboleta origami Tamanho: 16 cm &nbsp;
pulseira-coracao-origami,Pulseira coração origami,"<ul>
<li>Prata 925</li>
<li>Pulseira coração origami</li>
<li>Tamanho: 16 cm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_201212159_iOS-scaled.jpg,Prata 925 Pulseira coração origami Tamanho: 16 cm &nbsp;
choker-coracao-origami,Choker coração origami,"<ul>
<li>Prata 925</li>
<li>Choker coração origami</li>
<li>Corrente veneziana</li>
<li>Tamanho da corrente: 40/45 cm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_202725071_iOS-scaled.jpg,Prata 925 Choker coração origami Corrente veneziana Tamanho da corrente: 40/45 cm &nbsp;
choker-coracao-vazado,Choker coração vazado,"<ul>
<li>Prata 925</li>
<li>Choker coração vazado</li>
<li>Corrente veneziana</li>
<li>Tamanho da corrente: 40/45 cm</li>
</ul>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_202205231_iOS-scaled.jpg,Prata 925 Choker coração vazado Corrente veneziana Tamanho da corrente: 40/45 cm
choker-borboleta-origami,Choker borboleta origami,"<ul>
<li>Prata 925</li>
<li>Choker borboleta origami</li>
<li>Corrente veneziana</li>
<li>Tamanho da corrente: 40/45 cm</li>
</ul>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_202457879_iOS-1-scaled.jpg,Prata 925 Choker borboleta origami Corrente veneziana Tamanho da corrente: 40/45 cm
choker-estrela-preenchida,Choker estrela preenchida,"<ul>
<li>Prata 925</li>
<li>Choker estrela preenchida</li>
<li>Corrente veneziana</li>
<li>Tamanho da corrente: 40/45 cm</li>
</ul>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_202330765_iOS-scaled.jpg,Prata 925 Choker estrela preenchida Corrente veneziana Tamanho da corrente: 40/45 cm
choker-circulo-vazado,Choker círculo vazado,"<ul>
<li>Prata 925</li>
<li>Choker círculo vazado</li>
<li>Corrente veneziana</li>
<li>Tamanho da corrente: 40/45 cm</li>
</ul>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_201857002_iOS-scaled.jpg,Prata 925 Choker círculo vazado Corrente veneziana Tamanho da corrente: 40/45 cm
cordao-borboleta-origami,Cordão Borboleta Origami,"<ul>
<li>Colar Borboleta Origami</li>
<li>Prata 925</li>
<li>Corrente Veneziana &#8211; 45cm</li>
<li>Pingente fixo</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_175459865_iOS-scaled.jpg,Colar Borboleta Origami Prata 925 Corrente Veneziana &#8211; 45cm Pingente fixo &nbsp;
cordao-v,Cordão &#8220;V&#8221;,"<ul>
<li>Colar &#8220;V&#8221;</li>
<li>Prata 925</li>
<li>Corrente Veneziana &#8211; 45cm</li>
<li>Pingente fixo</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_175956797_iOS-scaled.jpg,Colar &#8220;V&#8221; Prata 925 Corrente Veneziana &#8211; 45cm Pingente fixo &nbsp;
pingente-medalha-sirizinho,Pingente Medalha Sirizinho,"<ul>
<li>Pingente Medalha Sirizinho</li>
<li>Prata 925</li>
<li>Medalha &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_170756944_iOS-scaled.jpg,Pingente Medalha Sirizinho Prata 925 Medalha &#8211; 15mm &nbsp;
pingente-medalha-saturno,Pingente Medalha Saturno,"<ul>
<li>Pingente Medalha Saturno</li>
<li>Prata 925</li>
<li>Medalha &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_170953430_iOS-scaled.jpg,Pingente Medalha Saturno Prata 925 Medalha &#8211; 15mm &nbsp;
pingente-ilha,Pingente Ilha,"<ul>
<li>Pingente Ilha</li>
<li>Prata 925</li>
<li>Medalha &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_171107660_iOS-scaled.jpg,Pingente Ilha Prata 925 Medalha &#8211; 15mm &nbsp;
pingente-patinha-preenchida-coracao-vazada,Pingente Patinha preenchida + coração vazada,"<ul>
<li>Pingente Patinha preenchida + coração vazada</li>
<li>Prata 925</li>
<li>Tam: 16mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_172256007_iOS-scaled.jpg,Pingente Patinha preenchida + coração vazada Prata 925 Tam: 16mm &nbsp;
pingente-medalha-seja-luz,Pingente Medalha Seja Luz,"<ul>
<li>Pingente Medalha Seja Luz</li>
<li>Prata 925</li>
<li>Medalha &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_172353461_iOS-scaled.jpg,Pingente Medalha Seja Luz Prata 925 Medalha &#8211; 15mm &nbsp;
pingente-cachorrinho,Pingente Cachorrinho,"<ul>
<li>Pingente Cachorrinho</li>
<li>Prata 925</li>
<li>Tamnho : 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_172957468_iOS-scaled.jpg,Pingente Cachorrinho Prata 925 Tamnho : 15mm &nbsp;
pingente-tartaruga,Pingente Tartaruga,"<ul>
<li>Pingente Tartaruga</li>
<li>Prata 925</li>
<li>Medalha &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_170852685_iOS-scaled.jpg,Pingente Tartaruga Prata 925 Medalha &#8211; 15mm &nbsp;
pulseira-medalha-lua-organica,Pulseira Medalha Lua Orgânica,"<ul>
<li>Pulseira Medalha Lua Orgânica</li>
<li>Prata 925</li>
<li>Tamanho da corrente: 16cm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-17-at-16.15.47-2.jpeg,Pulseira Medalha Lua Orgânica Prata 925 Tamanho da corrente: 16cm &nbsp;
escapulario-santissima-trindade,Escapulário Santíssima Trindade,"<ul>
<li>Escapulário Santíssima Trindade</li>
<li>Prata 925</li>
<li>Tamanho pingentes &#8211; 16mm</li>
<li>Tamanho veneziana &#8211; 60cm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-17-at-16.15.47.jpeg,Escapulário Santíssima Trindade Prata 925 Tamanho pingentes &#8211; 16mm Tamanho veneziana &#8211; 60cm &nbsp;
pingente-gato-vazado,Pingente Gato Vazado,"<ul>
<li>Pingente Gato Vazado</li>
<li>Prata 925</li>
<li>Tamanho do Pingente &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/10/Imagem-do-WhatsApp-de-2023-10-23-as-19.59.08_b5f4ad4b.jpg,Pingente Gato Vazado Prata 925 Tamanho do Pingente &#8211; 15mm &nbsp;
escapulario-tu-te-tornas-eternamente-responsavel-por-aquilo-que-cativas-colecao-pequeno-principe,Escapulário &#8220;Tu te tornas eternamente responsável por aquilo que cativas&#8221; &#8211; Coleção Pequeno Príncipe,"<ul>
<li>Escapulário &#8220;Tu te tornas eternamente responsável por aquilo que cativas&#8221; &#8211; Coleção Pequeno Príncipe</li>
<li>Prata 925</li>
<li>Tamanho do pingente da rosa &#8211;</li>
<li>Tamanho do pingente da medalha &#8211; 15mm</li>
<li>Tamanho da Corrente &#8211; 60cm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/09/ESCAPULARIO-CATIVAS.jpg,Escapulário &#8220;Tu te tornas eternamente responsável por aquilo que cativas&#8221; &#8211; Coleção Pequeno Príncipe Prata 925 Tamanho do pingente da rosa &#8211; Tamanho do pingente da medalha &#8211; 15mm Tamanho da Corrente &#8211; 60cm &nbsp;
pingente-o-essencial-e-invisivel-aos-olhos-colecao-pequeno-principe,Pingente &#8221; O essencial é invisível aos olhos&#8221; &#8211; Coleção Pequeno Príncipe,"<ul>
<li>Pingente &#8221; O essencial é invisível aos olhos&#8221; &#8211; Coleção Pequeno Príncipe</li>
<li>Prata 925</li>
<li>Tam: 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/09/o-essencial-novo-pg.jpg,Pingente &#8221; O essencial é invisível aos olhos&#8221; &#8211; Coleção Pequeno Príncipe Prata 925 Tam: 15mm &nbsp;
pingente-pequeno-principe-vazado-colecao-pequeno-principe,Pingente Pequeno Príncipe Vazado &#8211; Coleção Pequeno Príncipe,"<ul>
<li>Pingente Pequeno Príncipe Vazado &#8211; Coleção Pequeno Príncipe</li>
<li>Prata 925</li>
<li>Tam: 20mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/09/20MM-MEDALHA-PEQUENO-PRINCIPE.jpg,Pingente Pequeno Príncipe Vazado &#8211; Coleção Pequeno Príncipe Prata 925 Tam: 20mm &nbsp;
pingente-medalha-organica-flor-colecao-pequeno-principe,Pingente Medalha Orgânica Flor &#8211; Coleção Pequeno Príncipe,"<ul>
<li>Pingente Medalha Orgânica Flor &#8211; Coleção Pequeno Príncipe</li>
<li>Prata 925</li>
<li>Tamanho da Medalha &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/09/PG-ROSA-ORGANICA-MEDALHA.jpg,Pingente Medalha Orgânica Flor &#8211; Coleção Pequeno Príncipe Prata 925 Tamanho da Medalha &#8211; 15mm &nbsp;
escapulario-e-preciso-que-eu-suporte-duas-ou-tres-larvas-borboleta-vazada,Escapulário &#8220;É preciso que eu suporte duas ou três larvas&#8230;&#8221; + Borboleta vazada,"<ul>
<li>Escapulário &#8220;É preciso que eu suporte duas ou três larvas&#8230;&#8221; + Borboleta vazada</li>
<li>Prata 925</li>
<li>Tamanho dos pingentes &#8211; 15mm</li>
<li>Tamanho da Corrente &#8211; 60cm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/09/ESC-LARVAS-E-BORBOLETA.jpg,Escapulário &#8220;É preciso que eu suporte duas ou três larvas&#8230;&#8221; + Borboleta vazada Prata 925 Tamanho dos pingentes &#8211; 15mm Tamanho da Corrente &#8211; 60cm &nbsp;
pingente-medalha-eu-giro-para-onde-gira-o-sol,Pingente Medalha “Eu giro para onde gira o sol”,"<ul>
<li>Pingente “Eu giro para onde gira o sol”</li>
<li>Prata 925</li>
<li>Tam: 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/09/F6B6550B-73CF-456C-9200-C44920D97006-scaled.jpeg,Pingente “Eu giro para onde gira o sol” Prata 925 Tam: 15mm &nbsp;
pingente-medalha-organica-flor-no-vidro,Pingente Medalha Orgânica “Flor no Vidro”,"<ul>
<li>Pingente Medalha Orgânica “Flor no Vidro”</li>
<li>Prata 925</li>
<li>Tam: 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/09/73B6DFC3-1D31-4774-B5C9-457FBCED0CD3-scaled.jpeg,Pingente Medalha Orgânica “Flor no Vidro” Prata 925 Tam: 15mm &nbsp;
colar-duplo-seja-como-flor,Colar Duplo &#8220;Seja como Flor&#8221;,"<ul>
<li>Colar Duplo &#8220;Seja como Flor&#8221;</li>
<li>Prata 925</li>
<li>Tamanho da Medalha &#8211; 15mm</li>
<li>Tamanho da Flor vazada &#8211; 10mm</li>
<li>Corrente Veneziana</li>
<li>Tamanho da Corrente &#8211; 45cm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/09/SEJA-COMO-FLOR.jpg,Colar Duplo &#8220;Seja como Flor&#8221; Prata 925 Tamanho da Medalha &#8211; 15mm Tamanho da Flor vazada &#8211; 10mm Corrente Veneziana Tamanho da Corrente &#8211; 45cm &nbsp;
colar-personalizavel-nome-fonte-disney,Colar Personalizável &#8211; Nome &#8211; Fonte Disney,"<ul>
<li>Colar Personalizável &#8211; Nome &#8211; Fonte Disney</li>
<li>Prata 925</li>
<li>Corrente 45cm<em>P.S. O coração que está no final do nome na imagem foi uma opção da cliente, se você quiser o coração precisa solicitar também.</em></li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/09/WhatsApp-Image-2023-09-08-at-13.58.13-3.jpeg,"Colar Personalizável &#8211; Nome &#8211; Fonte Disney Prata 925 Corrente 45cm P.S. O coração que está no final do nome na imagem foi uma opção da cliente, se você quiser o coração precisa solicitar também. &nbsp;"
pingente-raquete-beach-tenis,Pingente Raquete &#8220;Beach Tenis&#8221;,"<ul>
<li>Pingente Raquete &#8220;Beach Tenis&#8221;</li>
<li>Prata 925</li>
<li>Tamanho do Pingente &#8211; 1,5cm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/08/RAQUETE.jpg,"Pingente Raquete &#8220;Beach Tenis&#8221; Prata 925 Tamanho do Pingente &#8211; 1,5cm &nbsp;"
pingente-medalha-coracao-vazado-personalizado,Pingente Medalha Coração Vazado Personalizado,"<ul>
<li>Pingente Medalha Coração Vazado Personalizado</li>
<li>Prata 925</li>
<li>Tamanho do Pingente &#8211; 15mm</li>
<li><em>PS: a data pode ser trocada por nome</em></li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/08/20DCDC04-867B-4792-B429-DFB7A6E649DD-scaled.jpeg,Pingente Medalha Coração Vazado Personalizado Prata 925 Tamanho do Pingente &#8211; 15mm PS: a data pode ser trocada por nome &nbsp;
pingente-medalha-lisa,Pingente Medalha Lisa,"<ul>
<li>Pingente Medalha Lisa</li>
<li>Prata 925</li>
<li>Tamanho da Medalha &#8211; 15mm</li>
<li><em>Peça pronta para gravação a laser</em></li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/08/12CAED90-114A-4C2F-A7BC-6DBC9BCB44D2-scaled.jpeg,Pingente Medalha Lisa Prata 925 Tamanho da Medalha &#8211; 15mm Peça pronta para gravação a laser &nbsp;
chaveiro-foto-medalha-coracao-vazado,Chaveiro Foto,"<ul>
<li>Chaveiro Foto</li>
<li>Prata 925</li>
<li>Tamanho da placa &#8211; 2,5cm por 1,5cm</li>
<li><em>IMPORTANTE: a argola do chaveiro é de AÇO, e o extensor também.</em></li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/08/WhatsApp-Image-2026-05-05-at-15.28.32.jpeg,"Chaveiro Foto Prata 925 Tamanho da placa &#8211; 2,5cm por 1,5cm IMPORTANTE: a argola do chaveiro é de AÇO, e o extensor também. &nbsp;"
berloque-de-profissao,Berloque de Profissão,"<ul>
<li>Berloque de Profissão</li>
<li>Prata 925</li>
</ul>
<p>&nbsp;</p>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/08/WhatsApp-Image-2026-04-03-at-00.25.54.jpeg,Berloque de Profissão Prata 925 &nbsp; &nbsp;
pingente-personalizado-medalha-nome-com-coracao-vazado,Pingente Personalizado &#8211; Medalha Nome Com Coração Vazado,"<ul>
<li>Pingente Medalha Nome Com Coração Vazado</li>
<li>Prata 925</li>
<li>Tamanho do Pingente &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/08/PG-BEATRIZ.jpg,Pingente Medalha Nome Com Coração Vazado Prata 925 Tamanho do Pingente &#8211; 15mm &nbsp;
colar-personalizado-ano,Colar Personalizado Ano,"<ul>
<li>Colar Personalizado Ano</li>
<li>Prata 925</li>
<li>Tamanho do Pingente &#8211; 2,0cm</li>
<li>Pingente Fixo</li>
<li>Corrente Veneziana</li>
<li>Tamanho da corrente &#8211; 45cm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/08/2022.jpg,"Colar Personalizado Ano Prata 925 Tamanho do Pingente &#8211; 2,0cm Pingente Fixo Corrente Veneziana Tamanho da corrente &#8211; 45cm &nbsp;"
colar-personalizado-infinito,Colar Personalizado Infinito,"<ul>
<li>Colar Personalizado Infinito</li>
<li>Prata 925</li>
<li>Tamanho do pingente &#8211; 2,5cm</li>
<li>Pingente Fixo</li>
<li>Corrente Veneziana</li>
<li>Tamanho da Corrente &#8211; 45cn</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/08/INFINITO.jpg,"Colar Personalizado Infinito Prata 925 Tamanho do pingente &#8211; 2,5cm Pingente Fixo Corrente Veneziana Tamanho da Corrente &#8211; 45cn &nbsp;"
pingente-pezinho-personalizado,Pingente Pézinho Personalizado,"<ul>
<li>Pingente Pézinho Personalizado</li>
<li>Prata 925</li>
<li>Tamanho: 18mmm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/08/Imagem-do-WhatsApp-de-2023-08-11-as-19.02.52.jpg,Pingente Pézinho Personalizado Prata 925 Tamanho: 18mmm &nbsp;
pingente-personalizado-fotografia-modelo-retangular,Pingente Personalizado Fotografia &#8211; Modelo Retangular,"<ul>
<li>Pingente Personalizado Fotografia &#8211; Modelo Retangular</li>
<li>Pingente feito a partir de uma fotografia enviada por você.</li>
<li>Tamanho do pingente &#8211; 2,5cmX1,5cm</li>
<li>Prata 925</li>
<li><em><strong>MUITO IMPORTANTE A FOTO ANEXADA TER UMA BOA QUALIDADE!</strong></em></li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/08/WhatsApp-Image-2026-04-17-at-15.41.16.jpeg,"Pingente Personalizado Fotografia &#8211; Modelo Retangular Pingente feito a partir de uma fotografia enviada por você. Tamanho do pingente &#8211; 2,5cmX1,5cm Prata 925 MUITO IMPORTANTE A FOTO ANEXADA TER UMA BOA QUALIDADE! &nbsp;"
pulseira-com-foto,Pulseira com Foto,"<ul>
<li>Pulseira com Foto</li>
<li>Prata 925</li>
<li>Medalha 15mm</li>
<li>Tamanho da corrente &#8211; 16cm</li>
</ul>
<p><em>ATENÇÃO: É NECESSÁRIO TER UMA FOTO COM QUALIDADE BOA!</em></p>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/08/PULSEIRA-FOTO.jpeg,Pulseira com Foto Prata 925 Medalha 15mm Tamanho da corrente &#8211; 16cm ATENÇÃO: É NECESSÁRIO TER UMA FOTO COM QUALIDADE BOA! &nbsp;
escapulario-personalizado-data-cruz,Escapulário Personalizado – Data + Cruz,"<ul>
<li>Escapulário Personaliza – Data + Cruz</li>
<li>Corrente veneziana V15 – 60cm</li>
<li>Prata 925</li>
<li>Tamanho das plaquinhas &#8211; 13mm de altura, 10mm de largura</li>
</ul>
",https://useupvix.com.br/wp-content/uploads/2023/08/AAEAE510-AE9E-4F52-8FD7-F314A3E3F554-scaled-1.jpeg,"Escapulário Personaliza – Data + Cruz Corrente veneziana V15 – 60cm Prata 925 Tamanho das plaquinhas &#8211; 13mm de altura, 10mm de largura"
escapulario-personalizado-frase,Escapulário Personalizado – Frase,"<ul>
<li>Escapulário Selfmade – Frase</li>
<li>Corrente veneziana – 60cm</li>
<li>Prata 925</li>
<li>Sem limite de caracteres <em>(lembrando que quanto maior a frase, menor fica a letrinha) </em></li>
<li>Tamanho da plaquinhas 13mm de altura por 10mm de largura</li>
</ul>
",https://useupvix.com.br/wp-content/uploads/2023/08/164FFC9E-56DA-4330-BC8E-0E7AB4FD0EA3-scaled-1.jpeg,"Escapulário Selfmade – Frase Corrente veneziana – 60cm Prata 925 Sem limite de caracteres (lembrando que quanto maior a frase, menor fica a letrinha) Tamanho da plaquinhas 13mm de altura por 10mm de largura"
colar-personalizado-barbie,Colar Personalizado Barbie,"<ul>
<li>Colar Personalizado Barbie</li>
<li>Prata 925</li>
<li>Pingente Fixo</li>
<li>Corrente veneziana</li>
<li>Tamanho da corrente &#8211; 45cm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/07/nome-barbara.jpg,Colar Personalizado Barbie Prata 925 Pingente Fixo Corrente veneziana Tamanho da corrente &#8211; 45cm &nbsp;
chaveiro-personalizado-duplo-pai,Chaveiro Personalizado Duplo &#8211; Pai,"<ul>
<li>Chaveiro Personalizado &#8211; Pai</li>
<li>Plaquinha e Medalhinha &#8211; Prata 925</li>
<li>Argola NÃO É PRATA &#8211; É AÇO.</li>
<li>Plaquinha pai &#8211; 30 mm</li>
<li>Medalinha personalizada &#8211; 9 mm</li>
</ul>
<p>&nbsp;</p>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/07/WhatsApp-Image-2023-07-10-at-18.46.06.jpeg,Chaveiro Personalizado &#8211; Pai Plaquinha e Medalhinha &#8211; Prata 925 Argola NÃO É PRATA &#8211; É AÇO. Plaquinha pai &#8211; 30 mm Medalinha personalizada &#8211; 9 mm &nbsp; &nbsp;
colar-personalizado-coracao-com-inicial,Colar Personalizado Coração com Inicial,"<ul>
<li>Colar Personalizado Coração com Inicial</li>
<li>Prata 925</li>
<li>Pingente Fixo</li>
<li>Tamanho do pingente &#8211; 15mm</li>
<li>Corrente veneziana</li>
<li>Tamanho da corrente &#8211; 45cm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/07/5c6f4334-07ee-45b5-a630-e0e3ea29f3e1.jpg,Colar Personalizado Coração com Inicial Prata 925 Pingente Fixo Tamanho do pingente &#8211; 15mm Corrente veneziana Tamanho da corrente &#8211; 45cm &nbsp;
colar-personalizado-duas-letras,Colar Personalizado Duas Letras,"<ul>
<li>Colar Personalizado Duas Letras</li>
<li>Prata 925</li>
<li>Pingente Fixo</li>
<li>Tamanho das letras: entre 1,5 e 2cm</li>
<li>Corrente veneziana</li>
<li>Tamanho da corrente &#8211; 45cm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/07/cd9bc733-c9a7-4568-b0d4-a4019fc2b551-2.jpg,"Colar Personalizado Duas Letras Prata 925 Pingente Fixo Tamanho das letras: entre 1,5 e 2cm Corrente veneziana Tamanho da corrente &#8211; 45cm &nbsp;"
